city_state,id_num,population,crime_rate,rental_rate,walk_score
"St. Augustine Shores, Florida",5802,10073.0,30.31,1799.74,30.82
"St. Augustine South, Florida",5803,5447.0,30.31,1799.74,30.82
"St. Cloud, Florida",5804,54485.0,13.9,1799.74,27.0
"St. James City, Florida",5805,3727.0,30.31,1799.74,30.82
"St. Leo, Florida",5806,1415.0,30.31,1799.74,30.82
"St. Lucie Village, Florida",5807,804.0,30.31,1799.74,30.82
"St. Marks, Florida",5808,243.0,30.31,1799.74,30.82
"St. Pete Beach, Florida",5809,9598.0,31.4,1799.74,30.82
"St. Petersburg, Florida",5810,263591.0,39.3,1799.74,44.0
"Samoset, Florida",5811,4277.0,30.31,1799.74,30.82
"Samsula-Spruce Creek, Florida",5812,5873.0,30.31,1799.74,30.82
"San Antonio, Florida",5813,1262.0,30.31,1799.74,30.82
"San Carlos Park, Florida",5814,17606.0,30.31,1799.74,14.0
"San Castle, Florida",5815,4580.0,30.31,1799.74,30.82
"Sanford, Florida",5816,61649.0,42.5,1799.74,26.0
"Sanibel, Florida",5817,7458.0,9.5,1799.74,30.82
"Sarasota, Florida",5818,57125.0,38.4,2126.2,53.0
"Sarasota Springs, Florida",5819,16767.0,30.31,1799.74,30.82
"Satellite Beach, Florida",5820,10762.0,3.9,1799.74,30.82
"Sawgrass, Florida",5821,5016.0,30.31,1799.74,30.82
"Schall Circle, Florida",5822,1239.0,30.31,1799.74,30.82
"Sea Ranch Lakes, Florida",5823,490.0,13.4,1799.74,30.82
"Sebastian, Florida",5824,25679.0,12.1,1799.74,14.0
"Sebring, Florida",5825,10425.0,47.6,1799.74,30.82
"Seffner, Florida",5826,8697.0,30.31,1799.74,30.82
"Seminole, Florida",5827,18856.0,33.4,1799.74,38.0
"Seminole Manor, Florida",5828,3031.0,30.31,1799.74,30.82
"Seville, Florida",5829,900.0,30.31,1799.74,30.82
"Sewall's Point, Florida",5830,2206.0,30.31,1799.74,30.82
"Shady Hills, Florida",5831,12350.0,30.31,1799.74,30.82
"Shalimar, Florida",5832,892.0,30.31,1799.74,30.82
"Sharpes, Florida",5833,3048.0,30.31,1799.74,30.82
"Siesta Key, Florida",5834,5298.0,30.31,1799.74,30.82
"Silver Lake, Florida",5835,1683.0,30.31,1799.74,30.82
"Silver Springs Shores, Florida",5836,9620.0,30.31,1799.74,30.82
"Sky Lake, Florida",5837,7036.0,30.31,1799.74,30.82
"Sneads, Florida",5838,1970.0,30.31,1799.74,30.82
"Solana, Florida",5839,911.0,30.31,1799.74,30.82
"Sopchoppy, Florida",5840,496.0,30.31,1799.74,30.82
"Sorrento, Florida",5841,265.0,30.31,1799.74,30.82
"South Apopka, Florida",5842,6650.0,30.31,1799.74,30.82
"South Bay, Florida",5843,5246.0,20.8,1799.74,30.82
"South Beach, Florida",5844,3354.0,30.31,1799.74,30.82
"South Bradenton, Florida",5845,26985.0,30.31,1799.74,43.0
"South Brooksville, Florida",5846,4050.0,30.31,1799.74,30.82
"Southchase, Florida",5847,15115.0,30.31,1799.74,30.82
"South Daytona, Florida",5848,12681.0,28.8,1799.74,30.82
"Southeast Arcadia, Florida",5849,8622.0,30.31,1799.74,30.82
"Southgate, Florida",5850,7225.0,30.31,1799.74,30.82
"South Gate Ridge, Florida",5851,6510.0,30.31,1799.74,30.82
"South Highpoint, Florida",5852,5276.0,30.31,1799.74,30.82
"South Miami, Florida",5853,12495.0,42.7,1799.74,30.82
"South Miami Heights, Florida",5854,38636.0,30.31,1799.74,41.0
"South Palm Beach, Florida",5855,1393.0,1.4,1799.74,30.82
"South Pasadena, Florida",5856,5086.0,24.7,1799.74,30.82
"South Patrick Shores, Florida",5857,7159.0,30.31,1799.74,30.82
"South Sarasota, Florida",5858,5576.0,30.31,1799.74,30.82
"South Venice, Florida",5859,14555.0,30.31,1799.74,30.82
"Southwest Ranches, Florida",5860,8104.0,16.3,1799.74,30.82
"Springfield, Florida",5861,9551.0,33.6,1799.74,30.82
"Spring Hill, Florida",5862,111412.0,30.31,1799.74,16.0
"Springhill, Florida",5863,55.0,30.31,1799.74,30.82
"Spring Lake, Florida",5864,585.0,30.31,1799.74,30.82
"Spring Ridge, Florida",5865,477.0,30.31,1799.74,30.82
"Stacey Street, Florida",5866,453.0,30.31,1799.74,30.82
"Starke, Florida",5867,5282.0,36.0,1799.74,30.82
"Steinhatchee, Florida",5868,711.0,30.31,1799.74,30.82
"Stock Island, Florida",5869,4716.0,30.31,1799.74,30.82
"Stuart, Florida",5870,16428.0,32.5,1799.74,30.82
"Sugarmill Woods, Florida",5871,9287.0,30.31,1799.74,30.82
"Sumatra, Florida",5872,306.0,30.31,1799.74,30.82
"Sun City Center, Florida",5873,24372.0,30.31,1799.74,10.0
"Suncoast Estates, Florida",5874,4710.0,30.31,1799.74,30.82
"Sunny Isles Beach, Florida",5875,23032.0,14.9,1799.74,59.0
"Sunrise, Florida",5876,96491.0,26.5,1799.74,37.0
"Sunset, Florida",5877,15670.0,30.31,1799.74,30.82
"Surfside, Florida",5878,5915.0,18.4,1799.74,30.82
"Sweetwater, Florida",5879,23914.0,16.9,1799.74,30.82
"Taft, Florida",5880,1350.0,30.31,1799.74,30.82
"Tallahassee, Florida",5881,195303.0,52.5,1799.74,32.0
"Tamarac, Florida",5882,67052.0,21.7,1799.74,31.0
"Tamiami, Florida",5883,58366.0,30.31,1799.74,39.0
"Tampa, Florida",5884,393542.0,20.8,1588.2,49.0
"Tangelo Park, Florida",5885,2967.0,30.31,1799.74,30.82
"Tangerine, Florida",5886,2969.0,30.31,1799.74,30.82
"Tarpon Springs, Florida",5887,25585.0,22.7,1799.74,30.0
"Tavares, Florida",5888,16981.0,17.2,1799.74,30.82
"Tavernier, Florida",5889,2074.0,30.31,1799.74,30.82
"Taylor Creek, Florida",5890,3633.0,30.31,1799.74,30.82
"Temple Terrace, Florida",5891,26865.0,23.8,1799.74,37.0
"Tequesta, Florida",5892,6150.0,6.0,1799.74,30.82
"The Acreage, Florida",5893,39795.0,30.31,1799.74,4.0
"The Crossings, Florida",5894,22980.0,30.31,1799.74,49.0
"The Hammocks, Florida",5895,63596.0,30.31,1799.74,44.0
"The Meadows, Florida",5896,4312.0,30.31,1799.74,30.82
"The Villages, Florida",5897,91261.0,30.31,1799.74,8.0
"Thonotosassa, Florida",5898,14664.0,30.31,1799.74,30.82
"Three Lakes, Florida",5899,16512.0,30.31,1799.74,30.82
"Three Oaks, Florida",5900,3943.0,30.31,1799.74,30.82
"Tice, Florida",5901,4831.0,30.31,1799.74,30.82
"Tierra Verde, Florida",5902,3476.0,30.31,1799.74,30.82
"Tiger Point, Florida",5903,2789.0,30.31,1799.74,30.82
"Tildenville, Florida",5904,1454.0,30.31,1799.74,30.82
"Timber Pines, Florida",5905,5386.0,30.31,1799.74,30.82
"Titusville, Florida",5906,45967.0,36.1,1799.74,25.0
"Town 'n' Country, Florida",5907,88730.0,30.31,1799.74,33.0
"Treasure Island, Florida",5908,6879.0,27.3,1799.74,30.82
"Trenton, Florida",5909,2285.0,14.2,1799.74,30.82
"Trilby, Florida",5910,204.0,30.31,1799.74,30.82
"Trinity, Florida",5911,10774.0,30.31,1799.74,30.82
"Tyndall AFB, Florida",5912,2796.0,30.31,1799.74,30.82
"Umatilla, Florida",5913,3787.0,26.1,1799.74,30.82
"Union Park, Florida",5914,12516.0,30.31,1799.74,30.82
"University (Hillsborough County), Florida",5915,48691.0,30.31,1799.74,30.82
"University (Orange County), Florida",5916,41820.0,30.31,1799.74,30.82
"University Park, Florida",5917,27323.0,30.31,1799.74,57.0
"Upper Grand Lagoon, Florida",5918,18452.0,30.31,1799.74,30.82
"Valparaiso, Florida",5919,4974.0,10.5,1799.74,30.82
"Valrico, Florida",5920,38878.0,30.31,1799.74,11.0
"Vamo, Florida",5921,4471.0,30.31,1799.74,30.82
"Venice, Florida",5922,23268.0,14.9,1799.74,33.0
"Venice Gardens, Florida",5923,8589.0,30.31,1799.74,30.82
"Vernon, Florida",5924,536.0,30.31,1799.74,30.82
"Vero Beach, Florida",5925,16788.0,26.1,1799.74,30.82
"Vero Beach South, Florida",5926,24450.0,30.31,1799.74,20.0
"Verona Walk, Florida",5927,2790.0,30.31,1799.74,30.82
"Viera East, Florida",5928,11159.0,30.31,1799.74,30.82
"Viera West, Florida",5929,12348.0,30.31,1799.74,30.82
"Villano Beach, Florida",5930,2628.0,30.31,1799.74,30.82
"Villas, Florida",5931,12387.0,30.31,1799.74,30.82
"Vineyards, Florida",5932,4334.0,30.31,1799.74,30.82
"Virginia Gardens, Florida",5933,2666.0,13.7,1799.74,30.82
"Wabasso, Florida",5934,528.0,30.31,1799.74,30.82
"Wabasso Beach, Florida",5935,1726.0,30.31,1799.74,30.82
"Wacissa, Florida",5936,418.0,30.31,1799.74,30.82
"Wahneta, Florida",5937,5386.0,30.31,1799.74,30.82
"Waldo, Florida",5938,803.0,30.31,1799.74,30.82
"Wallace, Florida",5939,2216.0,30.31,1799.74,30.82
"Warm Mineral Springs, Florida",5940,5230.0,30.31,1799.74,30.82
"Warrington, Florida",5941,13761.0,30.31,1799.74,30.82
"Washington Park, Florida",5942,1677.0,30.31,1799.74,30.82
"Watergate, Florida",5943,3461.0,30.31,1799.74,30.82
"Watertown, Florida",5944,3673.0,30.31,1799.74,30.82
"Wauchula, Florida",5945,4806.0,36.1,1799.74,30.82
"Waukeenah, Florida",5946,102.0,30.31,1799.74,30.82
"Wausau, Florida",5947,526.0,30.31,1799.74,30.82
"Waverly, Florida",5948,1169.0,30.31,1799.74,30.82
"Webster, Florida",5949,661.0,30.31,1799.74,30.82
"Wedgefield, Florida",5950,8348.0,30.31,1799.74,30.82
"Weeki Wachee, Florida",5951,2.0,30.31,1799.74,30.82
"Weeki Wachee Gardens, Florida",5952,1712.0,30.31,1799.74,30.82
"Wekiwa Springs, Florida",5953,24050.0,30.31,1799.74,17.0
"Welaka, Florida",5954,698.0,22.8,1799.74,30.82
"Wellington, Florida",5955,67339.0,13.8,1799.74,20.0
"Wesley Chapel, Florida",5956,61630.0,30.31,1799.74,9.0
"West Bradenton, Florida",5957,4288.0,30.31,1799.74,30.82
"Westchase, Florida",5958,24462.0,30.31,1799.74,22.0
"Westchester, Florida",5959,30545.0,30.31,1799.74,62.0
"West DeLand, Florida",5960,4344.0,30.31,1799.74,30.82
"Westgate, Florida",5961,10381.0,30.31,1799.74,30.82
"West Lealman, Florida",5962,15874.0,30.31,1799.74,30.82
"West Little River, Florida",5963,32599.0,30.31,1799.74,53.0
"West Melbourne, Florida",5964,23062.0,25.5,1799.74,22.0
"West Miami, Florida",5965,7868.0,10.5,1799.74,30.82
"Weston, Florida",5966,73135.0,5.8,1799.74,17.0
"West Palm Beach, Florida",5967,112106.0,47.2,1799.74,43.0
"West Park, Florida",5968,15287.0,39.2,1799.74,30.82
"West Pensacola, Florida",5969,20845.0,30.31,1799.74,35.0
"West Perrine, Florida",5970,10317.0,30.31,1799.74,30.82
"West Samoset, Florida",5971,7791.0,30.31,1799.74,30.82
"West Vero Corridor, Florida",5972,8686.0,30.31,1799.74,30.82
"Westview, Florida",5973,12110.0,30.31,1799.74,30.82
"Westville, Florida",5974,301.0,30.31,1799.74,30.82
"Westwood Lakes, Florida",5975,12221.0,30.31,1799.74,30.82
"Wewahitchka, Florida",5976,2225.0,30.31,1799.74,30.82
"Whiskey Creek, Florida",5977,5141.0,30.31,1799.74,30.82
"White City, Florida",5978,4548.0,30.31,1799.74,30.82
"White Springs, Florida",5979,773.0,35.2,1799.74,30.82
"Whitfield (Manatee County), Florida",5980,3871.0,30.31,1799.74,30.82
"Whitfield (Santa Rosa County), Florida",5981,201.0,30.31,1799.74,30.82
"Wildwood, Florida",5982,6665.0,35.8,1799.74,30.82
"Williamsburg, Florida",5983,8392.0,30.31,1799.74,30.82
"Williston, Florida",5984,2665.0,48.1,1799.74,30.82
"Williston Highlands, Florida",5985,2021.0,30.31,1799.74,30.82
"Willow Oak, Florida",5986,6540.0,30.31,1799.74,30.82
"Wilton Manors, Florida",5987,12776.0,37.2,1799.74,30.82
"Wimauma, Florida",5988,9053.0,30.31,1799.74,30.82
"Windermere, Florida",5989,3682.0,9.8,1799.74,30.82
"Windsor, Florida",5990,233.0,30.31,1799.74,30.82
"Winter Beach, Florida",5991,2971.0,30.31,1799.74,30.82
"Winter Garden, Florida",5992,46124.0,26.1,1799.74,29.0
"Winter Haven, Florida",5993,41956.0,30.0,1799.74,26.0
"Winter Park, Florida",5994,30968.0,26.4,1799.74,44.0
"Winter Springs, Florida",5995,36472.0,8.9,1799.74,17.0
"Wiscon, Florida",5996,537.0,30.31,1799.74,30.82
"Woodlawn Beach, Florida",5997,3102.0,30.31,1799.74,30.82
"Woodville, Florida",5998,2622.0,30.31,1799.74,30.82
"World Golf Village, Florida",5999,18889.0,30.31,1799.74,30.82
"Worthington Springs, Florida",6000,538.0,30.31,1799.74,30.82
"Wright, Florida",6001,23224.0,30.31,1799.74,37.0
"Yalaha, Florida",6002,1089.0,30.31,1799.74,30.82
"Yankeetown, Florida",6003,559.0,30.31,1799.74,30.82
"Yeehaw Junction, Florida",6004,280.0,30.31,1799.74,30.82
"Yulee, Florida",6005,12601.0,30.31,1799.74,30.82
"Zellwood, Florida",6006,3432.0,30.31,1799.74,30.82
"Zephyrhills, Florida",6007,15694.0,42.5,1799.74,30.82
"Zephyrhills North, Florida",6008,2604.0,30.31,1799.74,30.82
"Zephyrhills South, Florida",6009,4846.0,30.31,1799.74,30.82
"Zephyrhills West, Florida",6010,4699.0,30.31,1799.74,30.82
"Zolfo Springs, Florida",6011,1500.0,30.31,1799.74,30.82
"DeFuniak Springs, Florida",29419,6635.0,30.31,1799.74,30.82
"St. George Island, Florida",29438,746.0,30.31,1799.74,30.82
"Westlake, Florida",29592,96.0,30.31,1799.74,30.82
"Ocean Breeze, Florida",29608,243.0,30.31,1799.74,30.82
"Abbeville, Georgia",6012,2821.0,2.9,1570.25,26.05
"Acworth, Georgia",6013,23494.0,22.9,1570.25,24.0
"Adairsville, Georgia",6014,4949.0,32.07,1570.25,26.05
"Adel, Georgia",6015,5260.0,32.07,1570.25,26.05
"Adrian, Georgia",6016,732.0,32.07,1570.25,26.05
"Ailey, Georgia",6017,680.0,32.07,1570.25,26.05
"Alamo, Georgia",6018,3520.0,5.6,1570.25,26.05
"Alapaha, Georgia",6019,707.0,9.0,1570.25,26.05
"Albany, Georgia",6020,73341.0,62.2,1570.25,25.0
"Aldora, Georgia",6021,118.0,32.07,1570.25,26.05
"Allenhurst, Georgia",6022,843.0,32.07,1570.25,26.05
"Allentown, Georgia",6023,107.0,32.07,1570.25,26.05
"Alma, Georgia",6024,3468.0,32.07,1570.25,26.05
"Alpharetta, Georgia",6025,68647.0,18.6,1570.25,21.0
"Alston, Georgia",6026,167.0,32.07,1570.25,26.05
"Alto, Georgia",6027,1068.0,12.7,1570.25,26.05
"Ambrose, Georgia",6028,360.0,32.07,1570.25,26.05
"Americus, Georgia",6029,15189.0,69.2,1570.25,25.0
"Andersonville, Georgia",6030,200.0,32.07,1570.25,26.05
"Arabi, Georgia",6031,666.0,32.07,1570.25,26.05
"Aragon, Georgia",6032,1216.0,0.0,1570.25,26.05
"Arcade, Georgia",6033,1427.0,35.7,1570.25,26.05
"Argyle, Georgia",6034,219.0,32.07,1570.25,26.05
"Arlington, Georgia",6035,1459.0,26.9,1570.25,26.05
"Arnoldsville, Georgia",6036,421.0,32.07,1570.25,26.05
"Ashburn, Georgia",6037,3496.0,38.4,1570.25,26.05
"Athens-Clarke County unified government (balance), Georgia",6038,127075.0,32.07,1570.25,26.05
"Atlanta, Georgia",6039,501329.0,54.2,1643.2,48.0
"Attapulgus, Georgia",6040,643.0,0.0,1570.25,26.05
"Auburn, Georgia",6041,7454.0,18.3,1570.25,26.05
"Augusta-Richmond County consolidated government (balance), Georgia",6042,198334.0,32.07,1570.25,26.05
"Austell, Georgia",6043,7560.0,30.1,1570.25,26.05
"Avalon, Georgia",6044,229.0,32.07,1570.25,26.05
"Avera, Georgia",6045,263.0,32.07,1570.25,26.05
"Avondale Estates, Georgia",6046,3208.0,23.4,1570.25,26.05
"Baconton, Georgia",6047,891.0,32.07,1570.25,26.05
"Bainbridge, Georgia",6048,12122.0,45.5,1570.25,26.05
"Baldwin, Georgia",6049,3644.0,32.07,1570.25,26.05
"Ball Ground, Georgia",6050,2358.0,6.1,1570.25,26.05
"Barnesville, Georgia",6051,6607.0,32.07,1570.25,26.05
"Bartow, Georgia",6052,324.0,32.07,1570.25,26.05
"Barwick, Georgia",6053,248.0,32.07,1570.25,26.05
"Baxley, Georgia",6054,4777.0,97.7,1570.25,26.05
"Bellville, Georgia",6055,80.0,32.07,1570.25,26.05
"Belvedere Park, Georgia",6056,16416.0,32.07,1570.25,26.05
"Berkeley Lake, Georgia",6057,1935.0,32.07,1570.25,26.05
"Berlin, Georgia",6058,665.0,32.07,1570.25,26.05
"Bethlehem, Georgia",6059,932.0,32.07,1570.25,26.05
"Between, Georgia",6060,222.0,32.07,1570.25,26.05
"Bishop, Georgia",6061,347.0,32.07,1570.25,26.05
"Blackshear, Georgia",6062,3544.0,63.8,1570.25,26.05
"Blairsville, Georgia",6063,640.0,9.8,1570.25,26.05
"Blakely, Georgia",6064,4497.0,30.4,1570.25,26.05
"Bloomingdale, Georgia",6065,2741.0,19.9,1570.25,26.05
"Blue Ridge, Georgia",6066,1286.0,23.3,1570.25,26.05
"Bluffton, Georgia",6067,68.0,32.07,1570.25,26.05
"Blythe, Georgia",6068,703.0,0.0,1570.25,26.05
"Bogart, Georgia",6069,1245.0,32.07,1570.25,26.05
"Bonanza, Georgia",6070,4112.0,32.07,1570.25,26.05
"Boston, Georgia",6071,1294.0,32.07,1570.25,26.05
"Bostwick, Georgia",6072,316.0,32.07,1570.25,26.05
"Bowdon, Georgia",6073,2110.0,26.6,1570.25,26.05
"Bowersville, Georgia",6074,496.0,32.07,1570.25,26.05
"Bowman, Georgia",6075,774.0,32.07,1570.25,26.05
"Boykin, Georgia",6076,-139.0,32.07,1570.25,26.05
"Braselton, Georgia",6077,11710.0,32.07,1570.25,26.05
"Braswell, Georgia",6078,493.0,0.0,1570.25,26.05
"Bremen, Georgia",6079,6423.0,57.6,1570.25,26.05
"Brinson, Georgia",6080,217.0,32.07,1570.25,26.05
"Bronwood, Georgia",6081,157.0,32.07,1570.25,26.05
"Brooklet, Georgia",6082,1708.0,7.3,1570.25,26.05
"Brooks, Georgia",6083,509.0,32.07,1570.25,26.05
"Broxton, Georgia",6084,1132.0,32.07,1570.25,26.05
"Brunswick, Georgia",6085,16278.0,63.1,1570.25,26.05
"Buchanan, Georgia",6086,1384.0,41.2,1570.25,26.05
"Buckhead, Georgia",6087,171.0,32.07,1570.25,26.05
"Buena Vista, Georgia",6088,2071.0,32.07,1570.25,26.05
"Buford, Georgia",6089,16380.0,32.07,1570.25,26.05
"Butler, Georgia",6090,1740.0,32.07,1570.25,26.05
"Byromville, Georgia",6091,526.0,32.07,1570.25,26.05
"Byron, Georgia",6092,5432.0,29.5,1570.25,26.05
"Cadwell, Georgia",6093,560.0,32.07,1570.25,26.05
"Cairo, Georgia",6094,9555.0,36.2,1570.25,26.05
"Calhoun, Georgia",6095,17154.0,32.07,1570.25,26.05
"Calvary, Georgia",6096,155.0,32.07,1570.25,26.05
"Camak, Georgia",6097,147.0,32.07,1570.25,26.05
"Camilla, Georgia",6098,4883.0,39.5,1570.25,26.05
"Candler-McAfee, Georgia",6099,24270.0,32.07,1570.25,26.0
"Canon, Georgia",6100,945.0,2.4,1570.25,26.05
"Canoochee, Georgia",6101,93.0,32.07,1570.25,26.05
"Canton, Georgia",6102,29197.0,24.5,1570.25,22.0
"Carl, Georgia",6103,112.0,32.07,1570.25,26.05
"Carlton, Georgia",6104,536.0,32.07,1570.25,26.05
"Carnesville, Georgia",6105,820.0,32.07,1570.25,26.05
"Carrollton, Georgia",6106,27209.0,47.2,1570.25,24.0
"Cartersville, Georgia",6107,20945.0,32.07,1570.25,27.0
"Cave Spring, Georgia",6108,1241.0,14.1,1570.25,26.05
"Cecil, Georgia",6109,405.0,32.07,1570.25,26.05
"Cedar Springs, Georgia",6110,109.0,32.07,1570.25,26.05
"Cedartown, Georgia",6111,9934.0,54.8,1570.25,26.05
"Centerville, Georgia",6112,8056.0,47.9,1570.25,26.05
"Centralhatchee, Georgia",6113,486.0,32.07,1570.25,26.05
"Chamblee, Georgia",6114,37265.0,32.07,1570.25,26.05
"Chatsworth, Georgia",6115,4278.0,7.2,1570.25,26.05
"Chattahoochee Hills, Georgia",6116,3164.0,18.4,1570.25,26.05
"Chattanooga Valley, Georgia",6117,3502.0,32.07,1570.25,26.05
"Chauncey, Georgia",6118,354.0,32.07,1570.25,26.05
"Cherry Log, Georgia",6119,69.0,32.07,1570.25,26.05
"Chester, Georgia",6120,2113.0,32.07,1570.25,26.05
"Chickamauga, Georgia",6121,3247.0,18.7,1570.25,26.05
"Clarkesville, Georgia",6122,1767.0,24.4,1570.25,26.05
"Clarkston, Georgia",6123,15120.0,36.9,1570.25,26.05
"Claxton, Georgia",6124,2278.0,42.9,1570.25,26.05
"Clayton, Georgia",6125,1800.0,34.5,1570.25,26.05
"Clermont, Georgia",6126,1008.0,32.07,1570.25,26.05
"Cleveland, Georgia",6127,4080.0,55.6,1570.25,26.05
"Climax, Georgia",6128,154.0,32.07,1570.25,26.05
"Cobbtown, Georgia",6129,363.0,32.07,1570.25,26.05
"Cochran, Georgia",6130,4719.0,33.6,1570.25,26.05
"Cohutta, Georgia",6131,435.0,32.07,1570.25,26.05
"Colbert, Georgia",6132,562.0,32.07,1570.25,26.05
"Coleman, Georgia",6133,-55.0,32.07,1570.25,26.05
"College Park, Georgia",6134,14768.0,79.2,1570.25,26.05
"Collins, Georgia",6135,477.0,32.07,1570.25,26.05
"Colquitt, Georgia",6136,2184.0,38.6,1570.25,26.05
"Columbus, Georgia",6137,202509.0,32.07,1570.25,26.0
"Comer, Georgia",6138,1210.0,32.07,1570.25,26.05
"Commerce, Georgia",6139,6820.0,23.8,1570.25,26.05
"Concord, Georgia",6140,297.0,32.07,1570.25,26.05
"Conley, Georgia",6141,5289.0,32.07,1570.25,26.05
"Conyers, Georgia",6142,16390.0,32.07,1570.25,26.05
"Coolidge, Georgia",6143,497.0,1.9,1570.25,26.05
"Cordele, Georgia",6144,10693.0,58.6,1570.25,26.05
"Cornelia, Georgia",6145,4339.0,43.5,1570.25,26.05
"Country Club Estates, Georgia",6146,7624.0,32.07,1570.25,26.05
"Covington, Georgia",6147,14085.0,50.6,1570.25,26.05
"Crawford, Georgia",6148,878.0,32.07,1570.25,26.05
"Crawfordville, Georgia",6149,597.0,32.07,1570.25,26.05
"Crooked Creek, Georgia",6150,528.0,32.07,1570.25,26.05
"Culloden, Georgia",6151,256.0,32.07,1570.25,26.05
"Cumming, Georgia",6152,6320.0,32.07,1570.25,26.05
"Cusseta-Chattahoochee County unified government, Georgia",6153,10702.0,32.07,1570.25,26.05
"Cuthbert, Georgia",6154,3481.0,13.7,1570.25,26.05
"Dacula, Georgia",6155,6037.0,32.07,1570.25,26.05
"Dahlonega, Georgia",6156,7165.0,32.07,1570.25,26.05
"Daisy, Georgia",6157,233.0,32.07,1570.25,26.05
"Dallas, Georgia",6158,13908.0,25.2,1570.25,26.05
"Dalton, Georgia",6159,34018.0,31.9,1570.25,31.0
"Damascus, Georgia",6160,227.0,32.07,1570.25,26.05
"Danielsville, Georgia",6161,1009.0,27.3,1570.25,26.05
"Danville, Georgia",6162,77.0,32.07,1570.25,26.05
"Darien, Georgia",6163,2359.0,40.3,1570.25,26.05
"Dasher, Georgia",6164,803.0,32.07,1570.25,26.05
"Davisboro, Georgia",6165,1769.0,1.2,1570.25,26.05
"Dawson, Georgia",6166,4092.0,32.4,1570.25,26.05
"Dawsonville, Georgia",6167,2901.0,32.07,1570.25,26.05
"Dearing, Georgia",6168,677.0,32.07,1570.25,26.05
"Decatur, Georgia",6169,24342.0,25.2,1570.25,60.0
"Deenwood, Georgia",6170,2754.0,32.07,1570.25,26.05
"Deepstep, Georgia",6171,112.0,32.07,1570.25,26.05
"Demorest, Georgia",6172,1569.0,11.3,1570.25,26.05
"Denton, Georgia",6173,121.0,32.07,1570.25,26.05
"De Soto, Georgia",6174,210.0,32.07,1570.25,26.05
"Dewy Rose, Georgia",6175,267.0,32.07,1570.25,26.05
"Dexter, Georgia",6176,694.0,32.07,1570.25,26.05
"Dillard, Georgia",6177,433.0,13.6,1570.25,26.05
"Dock Junction, Georgia",6178,7807.0,32.07,1570.25,26.05
"Doerun, Georgia",6179,611.0,12.0,1570.25,26.05
"Donalsonville, Georgia",6180,2530.0,21.8,1570.25,26.05
"Dooling, Georgia",6181,230.0,32.07,1570.25,26.05
"Doraville, Georgia",6182,11481.0,64.9,1570.25,26.05
"Douglas, Georgia",6183,11648.0,32.07,1570.25,26.05
"Douglasville, Georgia",6184,34313.0,59.7,1570.25,18.0
"Druid Hills, Georgia",6185,8828.0,32.07,1570.25,26.05
"Dublin, Georgia",6186,15761.0,57.2,1570.25,26.05
"Dudley, Georgia",6187,849.0,32.07,1570.25,26.05
"Duluth, Georgia",6188,30339.0,18.6,1570.25,30.0
"Dunwoody, Georgia",6189,50689.0,42.1,1570.25,32.0
"Du Pont, Georgia",6190,131.0,32.07,1570.25,26.05
"Dutch Island, Georgia",6191,951.0,32.07,1570.25,26.05
"Eagle Grove, Georgia",6192,-82.0,32.07,1570.25,26.05
"East Dublin, Georgia",6193,2784.0,32.07,1570.25,26.05
"East Ellijay, Georgia",6194,672.0,258.3,1570.25,26.05
"East Griffin, Georgia",6195,1423.0,32.07,1570.25,26.05
"Eastman, Georgia",6196,5290.0,94.7,1570.25,26.05
"East Newnan, Georgia",6197,1103.0,32.07,1570.25,26.05
"East Point, Georgia",6198,35564.0,132.5,1570.25,31.0
"Eatonton, Georgia",6199,6533.0,32.4,1570.25,26.05
"Edge Hill, Georgia",6200,-29.0,32.07,1570.25,26.05
"Edison, Georgia",6201,1132.0,2.7,1570.25,26.05
"Elberton, Georgia",6202,4232.0,32.07,1570.25,26.05
